user,community
abulmuzaffar10,1179
1314080970757140480,13
1647866600,40
anisaaja320,19
jijirnyinyir,19
1428002673815482368,1180
via_abdullahr2,1180
861597134109462528,1181
kaileilarz,1181
208465183,12
1772293386130644992,14
1702345172846321664,62
1173855184004370432,1182
nachtclair,1182
1277723409560907776,17
kurniawanck,17
senggolbacoxxx,17
2418522175,17
albayaniyanz,17
zhizhie_12,29
916918122812121088,1183
sherbi,1183
hercessra,1183
1500098188765974528,644
3402135947,1184
avenorir,1184
1871044302014664704,1
mehkokop,1
1092133933,23
1627729452930334720,1185
septianalfian22,1185
58463940,1
1629389444,1186
hiloffyu,1186
1618714607954305024,17
705035914364387328,3
1543924082202185728,17
echantukubakso,17
461182920,40
1604093682936078336,9
hesemeleh__,9
1713142776186261504,9
1622393754501156864,1187
300_406_2_6,1187
1742443440192004096,536
1636155505,40
4232545247,161
elkyung,161
tututu640079,161
384421199,18
pums_2001,18
1426814342226354176,161
814320922291093504,556
1750670442577395712,1188
dedy44169434,1188
991584646893748224,1189
tnkrnism,1189
marchmarsaries,1189
1522391500746752000,1190
arwidodo,1190
1171758374,12
hi_galih,12
palitonyalo,12
1044148556657901568,3
1119527954122297344,1191
cinnamonly_,1191
1482010343111294976,25
1306417591393501184,1
bobby_ktngr,1
1861364250968784896,760
22479220,65
1296104385815015424,609
1353738857502580736,9
ericricaldo,9
1494620500982927360,25
36321448,2
1061127249905078272,23
1634430897448710144,1192
luckyou875,1192
muhadklyacho,1192
756455974966132736,34
tegnelll,34
1749387409572380672,1193
soupasoni,1193
205412559,215
1006584011832025088,1
1073973038398361600,1194
ockypras,1194
1785207031974043648,14
1437634664101937152,2
596310596,523
1875319812127387648,36
1759105374928748544,29
wh00zah,77
1471550441917804544,83
1113007057622323200,2
yaelahapasi,2
1522179467183108096,23
1415052575112585216,119
medleyfilmsvideos,119
sensimbg843,119
1464149306252869632,1195
mamataja826706,1195
okaydeets,1195
1422650072,1196
orangbergerak,1196
1517232624,1
1439802007,161
dewiirawan13,956
352365206,1197
bambiplushie,1197
50868665,13
1687408497410158592,105
zephyrrr22,105
80055434,1054
409095213,95
1603809754480271360,25
1561988526899867648,53
blowthefags,53
1785628287966056448,18
ozyyd,18
1750919436889210880,34
1546476929507012608,2
1102832508910022656,129
379521021,25
thebadkop,25
1734016889704304640,17
nrlnurul45,17
anusange,17
530902682,2
52684654,17
afrizalpradito,40
chelineananda,36
1443109487259238400,1198
awemany,1198
virusku1,1198
bertumbuh51,1198
1409780654179438592,1158
871596863618600960,1199
okyakusasuke,1199
4112382252,36
1819051650746925056,62
262856307,105
1551790053705543680,1
749143692,1
705564946789060608,46
1042050865551552512,1
2299047307,1200
imammauludin_,1200
766193977313882112,105
aridan_fawziyya,105
ricoxvz,105
1347784297,1201
yoonmeowbit,1201
1817260088756994048,556
1791113004035235840,1202
bibbabbbi,1202
kak769,12
209119940,1
ronavioleta,1
1215845661532278784,17
1649417429619994624,27
1385461914445115392,23
gummebunneh,23
mwkerr1916,23
1640353418593341440,162
295377626,36
rifkimochammadr,36
783882470,1203
hallobayyy,1203
1603846274842693632,34
1542901654533861376,1064
haniogys,1064
dj86742454,19
pemkotabogor,19
bimaaryas,19
hindayana,19
820978803891576832,1204
aaradhyacc,1204
hiya0606,1204
catalyststrike,1204
haisayahaisa,1204
261616062,1
1236886741451042816,1205
_kalahbertaruh,1205
1694699442849599488,1
mustafarahmato1,1
48994439,161
386341492,46
1271620388359823360,1206
auiokapfh,1206
1366568677592633344,1
1937212457342390272,1207
bintu__baba,1207
877336103363137536,16
2166776492,1208
kataavana,1208
ginakyo2,19
1317750858256240640,77
firsteabag,77
bukudjati,77
1800951429152243712,17
1334876354760720384,4
1320967421839069184,1209
dustingeinbee,1209
806689838,1210
livyyrenata,1210
1914677952299843584,1211
sigitwasito8,1211
4221907466,4
1802331654406774784,25
1484510869157724160,25
prodzara,25
473712334,2
shafira_2004,36
1835168196258938880,17
maharprastowo,12
1244946995082440704,27
yosaditya61,48
1742074424071958528,1212
gina_vivu,1212
1828343145538662400,34
adyprayitnoo,34
1258199282890481664,105
2698787827,12
1446462608404451328,12
fauz11ukman,12
1840968828500787200,23
790862988886495232,62
1938634869036482560,1213
jjukiddo,1213
aarav_damian,12
ryxraerune,46
1238055582898114560,34
1555349887364915200,25
1132417603584966656,17
1938177212819353600,1214
rashandka,1214
1875903455317151744,13
43850892,7
alpramzolam,7
1328293879083192320,62
1286557775670042624,36
juliasdinj58213,36
andrm_s,12
gaiyaku9,1
1102396000415567872,40
1826590134504157184,1215
nxflzy,1215
areumdawaa,1215
1922530068817215488,16
1043349623153127424,25
1552518402388164608,352
1476012029555064832,48
1741428773499932672,1216
altaestt,1216
298825251,1217
dikajohn,1217
1685166495729651712,34
1668512811373432832,1088
1098015609499971584,25
1906532194593783808,2
821606495670456320,14
1954880888405372928,1218
sunooki_m,1218
bxbmfss,1218
sessy_dy,36
1210505846553079808,27
721961958732226560,36
1707118883210215424,36
95380273,202
1298982995332718592,29
120311505,1219
sirennextdoor,1219
1085909213887442944,1220
maharasyiiii,1220
1254753843054665728,75
renjuvw,19
97669183,9
1694711483811426304,12
muipusat,12
1286597677375881216,1221
romeogadungan,1221
budionotaslim3,40
427984406,95
1178298900559454208,556
1895135732651696128,1222
edwardsevino,1222
rndmtxt22,1222
hermionyyye,1222
1783640931188768768,16
sselesser,16
tyasning7,16
1367537128385642496,1223
spesdelune,1223
407787968,637
1057260269892714496,1224
sistuwr,1224
82246558,90
1423200889,3
1808808378912944128,95
2287005922,3
abdal_im,3
1203604741139255296,1225
yknk_623,1225
1496038490295123968,1226
_moodjack,1226
1603374160503541760,27
attentizon,1
543405958,19
1037916072043667456,161
1812596576566829056,34
1452301014065897472,1227
afe60223152,1227
wiyokooo,1227
1627714874,1228
wonwoop,1228
70895519,25
1091972806730866688,1229
kliklucushopee,1229
jadisayaisi,1229
1071346736503771136,279
1605930988638703616,48
1982169672893259776,105
1854844141672484864,5
398249064,11
406288001,1230
thecinesthetic,1230
876008354,36
1595614456343855104,36
1603574617754329088,1
btreunchae,40
1603868435762401280,1
4646914574,25
belajarcuriga,12
1689674748408762368,3
310796543,23
2819689520,1231
riiccc__,1231
wildandhanii,1231
bh_askara,1231
1863269184458928128,12
464507952,225
reyreyhan__,225
238091066,1232
investorid,1232
1682718459057299456,55
deftechdudes,55
raintrico,55
1241699779551195136,1233
arissavanta,1233
1351168237342490624,9
mas_veel_,9
alaxeal,12
1618286107694886912,105
rashfordisshit7,105
ari1947271,105
2266646664,1234
writtenbykeon,1234
infomudikdesuwa,25
1251276305791774720,1235
hooneicomb,1235
191769879,327
1779392595199729664,1236
rhea_mbg,1236
1922981888,19
naachalatte,95
1633723183424737280,11
1379056669380894720,515
911602207690153984,12
rickrockrickro,12
luvalie,12
1785162578370695168,27
shibasaki_it,27
dikadwixx,27
1754829600151269376,1237
angstora,1237
1637329026170888192,3
1504804058866982912,1086
1199559914143666176,19
1777890338117681152,1
3244218800,1
1895303622998794240,105
81263204,34
deilyupdate,34
1813592838678155264,1238
i,1238
1681317061384110080,17
1570407539057258496,677
resskyu,23
1721786342940737536,17
1655762211720032256,14
dakuan_x,14
1396674940452048896,1239
ssskkyyy09,1239
1673313209015746560,46
01tmd,46
1603928079638089728,27
1403177248329371648,25
1654663319129825280,23
1473473318921531392,1
74994115,1240
twipsx,1240
1369523551,95
1195169360261742592,397
suntullips,397
979168909596147712,995
1420424925215559680,1241
leonagustine,1241
1467790198243168256,23
78883179,19
809068607749509120,219
1336583006371233792,3
2402002428,46
1066976140634419200,16
1291021548300783616,1242
diutarakann,1242
1236636511036043264,12
ryogartshop1,12
2485071049,1243
damirasue,1243
966893318,7
1870275843366453248,28
1290261485009006592,9
1258404175173517312,2
1572114953343209472,33
1556294612599570432,46
403285459,36
1351530171782754304,1223
2990543688,24
1663164055077679104,1244
shinecrimsons,1244
1873284834371796992,1245
curateshim,1245
1273611966536314880,48
1252617015832875008,160
narabahasa,119
1367182112088944640,25
733360302356606976,1246
fallowtaesan,1246
1971649185490653184,162
1347732771196715008,33
stephentongkw,33
h1m4w4121,33
maz_kloneng,25
1497056749257654272,36
225762455,25
avraam789,25
3232463706,378
1826147358318743552,23
1557667105402564608,105
slythryoongs,105
1726094591366221824,16
fariednur,25
1813186310221537280,1247
pemerhatii27350,1247
3758229018,18
87319138,1248
tribhuwaneswari,1248
1347458391224930304,4
1387763636484120576,13
1889278573007314944,23
jackasombong,23
1508360300478996480,119
kornercid,119
1827672815614705664,25
sumpahlusampah,25
1310222077702541312,25
1671461996,50
247277409,25
1706577534928957440,23
357857070,1249
kocella1,1249
kodosunofficial,1249
toughfik,13
coretanpisang,13
381402075,7
shallyzh,12
1908095573972172800,1250
dstypnk,1250
1866339911613444096,1
240815049,1251
himawansugeha95,1251
1361927032221802496,67
1490686539294470144,119
yustinemelinda,36
849149049869451264,1252
ninik_setiawan,1252
bani_nusa,1252
1140197335001006080,11
1287002184781971456,36
1908808802251497472,1253
jamesh03518554,1253
1911375046787919872,779
1446780118169358336,25
tni_ad,1
1513188325888196608,1254
rintikkata22,1254
kiminegiu,7
1762124642247225344,17
1637692626215501824,62
1802106432994615296,14
milanistisagita,24
980789456604049408,36
1479607778,13
yono1189,23
ama_xxii,23
112104188,25
47522313,1255
twtbyrindu,1255
kentlavis,1255
1684062108638666752,1
1311844191199137792,62
1466707969576366080,25
berkaratbison,25
71216871,1256
muses_mine,1256
inserttodesire,6
1950769239151038464,1023
255710387,1
1848027929361711104,1257
userxmlf,1257
1177937497701011456,95
kangchuangki_01,16
103522678,2
itsmegaasss_,19
fullwijsmanii,19
1877869532653719552,46
1544609827929800704,1258
brioche_lapin,1258
3627375493,105
1744993015339610112,1259
gemasesal,1259
71236531,17
hariman_deepo,1
1736039194622058496,1
1625751933205229568,17
bejo2891,17
1492976953842085888,25
shanks_eth,25
lesdeaux,25
1664684836391628800,48
1259753320152887296,1
1603635411107999744,77
1344185259357716480,1260
realllllwawa,1260
485886937,17
1334376774981931008,1261
tigngyun,1261
171854395,1
69202079,2
peopleunknw,2
978913206918721536,95
1134441177694867456,1262
limelimonia,1262
1791194389626105856,14
1681932309405253632,40
1287447747163873280,482
1909497019716321280,7
365336560,50
lemmebebttr,50
1827010031860244480,1263
ibuidun,1263
versacheul,1263
1825474490903748608,23
1021195130752008192,12
1810423195448823808,1264
xleeseo,1264
1775942877199450112,1265
_anesthetized_,1265
272262527,25
1613086498160517120,14
873925362740113408,221
1376536164350357504,1
2471275543,28
1413114910297399296,1266
twobiyo,1266
1761225967115374592,1267
kaiowowjinja,1267
donticallmekids,1267
606859048,25
1122098182714847232,27
tony_upr,27
1410966043,36
1137588544447307776,1268
jelajah513,1268
hisyammochtar,1268
1932286706012803072,340
kakjiayang,340
2992852458,1
78520355,23
468807687,34
3040891999,36
1791849589240410112,50
1118104527213715456,105
120043643,50
578900674,3
1450828537611517952,28
94nameless,27
485385284,1
409081025,27
240660892,1
1364177612008947712,1269
footycinephile,1269
1303126576863666176,105
1330722826584637440,12
1220389824,25
skehehdanfdiidl,25
rahayusnugroho1,36
lunanamiami,36
urfairyn,18
sewverus,18
1244437125228941312,17
tobangado___,17
1654944649,50
1163014617624223744,1270
appayipicences,1270
munyilthecat,1270
3313081404,1271
peririduan,1271
hatiygterdlm,12
johnalbertja,12
1521967420889477120,1
1912014836302819328,11
hadianihamami,11
h31b13,11
1628025577314689024,1272
windudin,1272
1433380858359005184,1273
yinexp,1273
alvaroleon32208,608
zafnat_official,16
40365692,1274
stvupid,1274
plumcakke,1274
1335807872089767936,1275
subnophoria,1275
1072223295808753664,1276
bad_romance03,1276
melanieppuchino,1276
135828208,27
1384078371403882496,1277
kakakpembinah,1277
cryptolios,14
1593509591920295936,1
543929924,48
1750144864086609920,1278
penegak_kultum,1278
1537674661781438464,17
didiek_murdock,24
1604064608913723392,1
1925486607425314816,105
36332891,23
1743532137381539840,50
1291974491547922432,48
121342956,101
1710210523709784064,1
1213114214513967104,13
dugonginluv,13
1679461661336547328,25
icecream8907,25
88382514,1279
rie5aris,1279
__dhms,1279
443503049,1
1781594245826256896,17
772689620576395264,1280
amputranto,1280
4003413065,6
takseerock,6
parttoffvenn,6
1603768816189988864,1
1815296827245395968,25
2910535064,1281
incosmogyral,1281
waknda13,4
1797257016676933632,36
1602645853172158464,25
adypiliang,25
105104509,48
1488476997864988672,105
1731817186891911168,1282
syakilakeyy,1282
jeffgoingout,29
r00dada,29
70043367,27
2557066624,1283
davinnhayes,1283
margonowijoyo,27
989373546295013376,1
1373071667686035456,36
zakyazhar,36
921947864095322112,221
1541718298190290944,1
2565589148,1284
ftblindonesia,1284
lamz48,1284
965820260,232
1862899640313729024,19
worthlessix,19
ayaditamimi,40
1913396685499506688,16
389734890,1285
vyeimo83,1285
1501104265812537344,1286
buser,1286
1514113020745576448,27
101809062,46
1515756271093178368,4
1405381720803667968,1287
naandaa27,1287
1508064635034824704,13
6xoxosos,563
1446465183338037248,1288
syifathia,1288
rixymidya,12
1431825887985496064,1289
daisylightfull,1289
86513620,46
1603521097827094528,11
dbselamun,11
haimanusiabumi,23
ihsanbiantoro,23
1127995583413669888,24
1857955951518822400,1290
kazumiviator,1290
1749560794210246656,27
1190209055349854208,2
28airenn,2
windyisherenow,2
360775957,25
1286709926677504000,53
269827007,18
tukangcalo,18
1539458338974355456,1291
ajieqomarudin,1291
1635111639006715904,1292
eradotid,1292
1636701623232888832,1293
syahbani24,1293
1461662476718657536,1294
frozenkissed,1294
1097844462414311424,25
266997091,3
iam_zelt,9
yoyoayo17845,9
1209646136786423808,609
73403370,46
sujono44271368,36
1830891569588903936,1
83091639,101
gizicukup,12
1937436583709511680,1190
1444372066090684416,46
banten_pemprov,46
1219704998277218304,2
riderplayer16,2
gusnurian,12
bambangtri,12
tpua,12
1697491119955922944,1295
woonhakbelut,1295
372086341,29
1684791082725584896,1064
1215230603655700480,889
376564722,17
1885505496423292928,539
sea_ttawinan,539
0xpipsgenius,14
marionawfal,14
1347031551771430912,1296
amran_sulaiman1,1296
427962427,1297
eatingpangsit,1297
natnatfznat,1297
1067756213931139072,25
315040271,9
1555861576313638912,25
jamuranyoggthok,25
1098185869,36
hirziee,27
txtfromir,27
1437810734293925888,856
1953453087743733760,1298
thainexcupid,1298
1711842466268422144,9
1803989394963275776,34
3228853098,12
1683020817356181504,23
1174547236455243776,25
1842501317832605696,1299
asepso7777,1299
1963083705406435328,1
1543717641491140608,609
1842895842300268544,46
anneserlo,46
1150066041927528448,1
kedaipenacom,19
jokosutris85597,90
387009347,40
1098009629118783488,2
1538684407,17
1897294824627421184,50
1355847132222132224,1
1027631492,194
391899281,1300
anjlnk,1300
1686769233290792960,36
1130530266148007936,12
1134888924336218112,17
momochimochiee,17
83560528,1301
uzzzzz222,1301
1793249356843466752,105
253950420,119
1212327676389642240,46
cingreborn,46
1922958793010446336,1302
matchachocociz,1302
1974801158142365696,1303
nkri_0607,1303
512862369,75
mulalt_,75
albertsamuel28,75
jayapuraupdate,75
2351433775,36
1826948627388104704,12
ziekhageronimo,105
303205043,1304
rizieq_sangean,1304
ptkucingterbang,12
56987965,1305
aidachoirunnisa,1305
cokiaat,1305
1879181900625096704,1306
aaaaaaaul_,1306
0x_mishaa,14
1480281283934572544,105
wineasypeasy_,105
1960759658756628480,62
1685486041413947392,24
1470262611115593728,50
yuriandriyanto,46
fadhildhil14,46
57841094,95
1350851016267186176,11
1407757503606054912,4
tukangpermaks,4
kenikir27,12
1526847996968591360,16
922782906,25
92102839,36
suaradotcom,48
793719410275983360,19
1837922924054953984,14
1630773974169972736,50
236257843,46
yordie_03,46
790554443917828096,17
1716759914285330432,36
celesteperceval,12
1735636779192233984,3
1811006418851602432,11
129420003,1307
gyumars,1307
3062773501,36
2252851788,62
219225797,24
139000984,36
1112923897685434368,4
dannyshidayat,4
aki_jupi2,40
packhendri,4
pipit_kagome,77
1025429369525698560,12
bxreng,574
monadeanesya,27
1391439707121209344,1308
dwnveil,1308
47566775,34
pikir_santuy,34
147571790,25
lee_hiedayat,12
3226346242,23
edoprota,260
94964205,1309
pantnlone,1309
549841921,11
nuicemedia,11
194847596,18
1382545107669323776,28
alyciacareyam,28
neverlethergoo,28
karimen_tubasa,28
780300909205073920,12
nardie_bonek,1
1924480820741554176,1310
arkanamaheswara,1310
rottoens,1310
bekalicky,50
1649735191823515648,40
1652287406777982976,17
1135765531946917888,18
1627536199866019840,23
1546653814165368832,204
3996448072,1311
eatsimple_x,1311
nbayu5934,12
1884596994863480832,162
1121428381881421824,1312
ramunejo,1312
abcd_efk,12
1859028579675463680,1313
rebeccalvana,1313
1678047667862257664,1314
blloomingpetals,1314
1646766908719636480,36
_argows,36
mzuhd_,36
1148379291802935296,12
951652705,17
1483852363702349824,40
1688163975182393344,24
1173057909334269952,25
cucunsyamsurijal,287
85835402,46
2858182838,1315
sripraba95,1315
1314510221750878208,25
kucingnyahitier,119
robindoang,119
1873057290364043264,2
1825390716866211840,1316
ion_ius,1316
1338431717254696960,36
1610149033997381632,1317
gloriahermawan,1317
ghostband21,25
denasidn1,25
fadilahsupari,25
1680880812122869760,23
1658624363502108672,14
1554692610,25
1858391039201173504,29
1238819739062816768,9
631705596,62
kemendagri_ri,62
1546550941427453952,1318
alineadotid,1318
1139218353732509696,1319
psycheax,1319
379009369,3
551267253,36
indiratendi,25
leavmealno,40
1606671319,3
1313852080465997824,25
1857425202654969856,1320
themokrasi,1320
1091602174331604992,1321
c12nassar,1321
1323054991251140608,1
jul3arhma3,23
adindazahrany07,23
1758776692833980416,11
104105511,1322
pizzacatto,1322
1092744787705253888,1323
kenapeaje,1323
1802_kimmi,48
sanhuau,36
radalidi,18
1795096646059171840,25
1881375460963254272,23
1533683762936000512,1
streetlawyers85,1
agayugu_,25
sadar_waras,25
1144981309,23
abyosa1,19
suhendar1963,48
rasta_qhilo,48
angingmamiri26,48
judo_jsn,48
agoessoetjipto,48
sawerigading01,48
reemeora1,48
bramastyofayy,48
chiserio,48
chyanasurdin,48
iromismet,48
yoedhiep07,48
renspeto,48
muflihudin20,48
zultansyaiful,48
1614975955612860416,1324
uyuudalgi,1324
167807407,1325
xathrya,1325
1661260827843006464,1
undefinedao,9
1181009883409215488,34
nsingnings,40
noitusanmahri,9
996297318646235136,27
1203887301346000896,11
1556640700036329472,956
jnursiyono,956
detikhikmah,34
1565015819301502976,27
333947759,11
807404690250067968,1326
c_georgerussell,1326
c_albono,1326
1707251780596510720,25
1865973491918663680,1327
meienyap,1327
1637411327466520576,62
91040303,1
1532056960807612416,17
1838322775087550464,1328
oceanforger,1328
1869365638395006976,1329
kiddowzlla,1329
1421061588606324736,36
725981413,1330
ceedlics,1330
1650797021681553408,24
1345922809617207296,1331
sangwonst12,1331
1402047676871446528,77
jakubpjg,12
bekslah,12
eskyko__,12
wong_clayten,36
1289509730931470336,318
1489726025734909952,7
1849804446,23
1228468489511292928,16
hoshnnjosh,23
1756711672419581952,1
1866129158562271232,1332
nerehsv_,1332
2203561586,1333
vslchld,1333
marcel9994,1333
galactosa15,1333
1295725642508570624,1334
kyrizky270,1334
jenddela,1334
updatesjekeyti,1334
912310718,36
47560424,9
1214260358,161
1830466840860282880,1
derarang,1
anggaputraf,1
2757334456,1335
seisapilogy,1335
1700012062523711488,95
mengunyahlangit,95
1276811650239102976,1336
sabilsalabim,1336
480858414,46
1251287699270463488,1
bubblegumdora,25
1610603070467223552,4
umbi_negara,4
797677456966590464,23
72010193,33
bebrave2006,33
884625127614238720,1337
salpriadi_,1337
1491608568273182720,1338
poropoppopo,1338
409811914,3
122000059,95
487820822,1339
unifahr,1339
12487102,12
999754908000645120,1340
alurpandang,1340
alenasdad,1340
739565696053452800,482
1428853822655369216,23
559987985,3
1102094511843340288,50
993666986033889280,1341
aizureist,1341
1280487989320101888,33
deanamarsz,33
velope16,23
1425336053825609728,12
334581470,46
1928380398716977152,50
1859185952,1342
parkjeongwooc,1342
ghost_gotcha,12
1170861795566735360,2
998214296,23
960491070709641216,25
metekajiku,1306
si4rinew,1306
kuma_kumavt,1306
tokyorendesvouz,1306
1453629585648545792,1343
ambiranbadu,1343
1951774371405803520,36
2569991174,77
170973759,12
1186656691581927424,12
832509283245780992,3
367694660,17
500381281,25
54788132,50
3271643604,90
ceciliasuwanda1,90
1653973142006808576,484
babicihuahua,484
1642354932337758208,25
sosakingkv,14
1795651902178508800,36
1896492312068517888,105
greenteachoco__,105
165575562,25
967439588,1
partai_gerindra,1
gerindrasulteng,1
4262278393,1
2425661688,13
1594992254,1344
bangpino__,1344
815147552,23
193991278,1345
astuti_wid1,1345
1604246670027300864,36
int4n43,36
1821587332488642560,14
1882304070930821120,17
1379782025872244736,1346
keonhoartis,1346
1660594810854739968,1347
kiinsss,1347
1844685971461451776,28
1162909593338388480,1
143064228,7
1846775726730891264,25
1369794059418497024,1
1462639767162478592,1348
xavierstars_,1348
happienly_04,1348
roarrrgh,12
segititepung,12
1273331025075007488,62
fazar11164,62
116700037,11
1610480413419634688,440
1498616635581632512,1349
kookmineyours,1349
884642583397285888,1350
mahedariku,1350
maexda,1350
minhopherism,12
75315255,1
70672061,1351
fragrantsweetz,1351
1443118418605924352,1
cucunyasoekiman,9
1199772596,16
2601042542,1
1715564343293779968,34
1918712102,11
1042244700,23
1111224914940329984,17
_ohannoo,17
984328163210682368,23
432207351,1
1788093703849975808,1352
jaymieolamide,1352
olawale_web3,1352
ferly_liemz,11
407557689,2
1470292285287911424,1353
official_vvoof,1353
1391983868127764480,1354
joontriever,1354
1101120378775134208,28
71865717,1
1903089951207759872,95
92910023,478
1836156863844327424,1355
chrisemmanuel91,1355
1194998041830277120,2
473921688,1356
chndlrmosby,1356
1199137442625814528,3
848047958025158656,3
1019229026605359104,1357
flowernattawin,1357
295081792,1358
elsho007,1358
paristiawangn,1358
jembatanpaku,1358
malfiardtra,1358
imanlagi,1358
145085378,77
1505695678885863424,23
2573692827,62
1542399518976913408,60
1735636705774854144,14
jide_38,14
2576858468,25
250137365,25
1879434892616101888,19
jotuna2020,19
adittyajulmi,27
1209825066852048896,612
1291320034933878784,1359
dwynna_win,1359
769253737,539
jimiinyu,539
siayi,12
30941494,24
karf1anda,119
1469368982033547264,14
jampzey,14
virtuals_io,14
199176367,1
1414953243776540672,7
miirsarv,9
1332554671,14
yibodianxia,19
2148483312,36
1413682951,46
17424768,17
926465414510473216,1
gank_of_petojo,1
404780172,1360
avocadoose,1360
1436855471244144640,17
1111595565232459776,1
lawrencewongst,1
18822125,50
1732316440810717184,1361
liputanwartajatim,1361
285782398,75
905974508233736192,50
90532208,1362
zeropiano92,1362
adnid__,1362
kabwalansmua,1362
sgkxt,1362
forarvr,1362
1647032836707487744,1
1232687029474844672,36
1461919719343067136,105
1469232138792816640,23
h4t14k4ln4l42,1
1564827978810343424,3
1195814247235612672,17
agiueo,19
1745790650153680896,1
1073171736814706688,36
1749272885204779008,25
171501832,23
1959166221892648960,2
526127823,95
sbaehaki6610,95
1166985485484298240,28
albert62288558,28
1060031694982410240,12
1349602068818915328,36
747725422339698688,473
1252441787290935296,1363
anxy23,1363
wa2nntx,1180
405586844,18
587483865,119
1646857161912512512,2
noenoeneon,2
476376088,34
seapurplez,77
1812361677217939456,9
724908308998553600,105
gamauntuk2024,9
1346690190,17
416316001,161
1100747603904352256,50
1611547952950161408,25
1439092285770113024,2
financialfess,2
1424730602561970176,46
778692608,1364
rodrichen,1364
1688453902222671872,27
1800567769039343616,1365
janwekim,1365
1611564193345581056,23
shda_agatha_,23
1327343294645374976,1366
iwanjo79248,1366
berry_sapik,1366
wiwigimbil,1366
kangrozin,1366
1028359172,1
mirkuwai,1
sobangnca,1
208000238,1367
jogja24jam,1367
735684003617873920,62
setk,62
35238029,27
1160749878579871744,1368
nadeuxx,1368
138631288,27
2887633867,1369
chawlette,1369
1898989151233658880,1370
socvereign,1370
1427741598477996032,12
pandunus_tara,12
1358595422,1371
sumpen23,1371
1715874741083627520,77
819581647,873
1764191856160878592,1372
seledingtekel,1372
1131578186725175296,7
1471768090501283840,173
1221364097012256768,103
msbeellionaire,103
1429040840932872192,36
438388129,282
1366921529829728256,9
1507065901874823168,23
1018826680251498496,1373
napierstation,1373
vintage1sm,1373
tempo_english,1373
1475984372339822592,14
0xmscrypto,14
305089913,9
1533097978851827712,17
greenpeaceid,1
nagasiteo5763,1
1146598447476199424,25
1047999047976382464,1374
kayfahaarukku,1374
1226519807203217408,2
1909216070424240128,25
1275300340213051392,33
1843511461756448768,1375
mydayberserikat,1375
825899728810291200,105
395329009,1376
desmondwira,1376
1707474183100497920,62
1528618615,25
rasndeso,25
1102122407312023552,1377
2awanjuli,1377
stofpable,50
1745342946378178560,25
275507757,24
1839559952429375488,14
1886695333297840128,1378
kamto_adi,1378
1486289756707303424,1
729580267828961280,1379
aku_aiwa,1379
1520703375670611968,98
73327619,0
67998517,331
1602214268195442688,17
leonpriceleon48,40
1390684212663971840,2
3193742610,3
laweyanpolisi,65
1623010292,23
1764952914798563328,17
1757760782908162048,27
1408190155194658816,2
itsmei2025,2
1255456047852109824,101
rseptiamau,101
1663114256127266816,83
308919019,3
231416635,856
1472295917223038976,1114
kusumaj40335609,12
bnsolava,12
938006495588790272,25
1388372018899292160,16
115653047,105
thalitasfa,105
1100227872097062912,40
1540466665640538112,1380
_lumlere,1380
1228131080789610496,3
bitnahir,3
hideousrockstar,3
1790053912562880512,1381
chickennutmeg,1381
1391678579038048256,36
1750092501405650944,1382
pienomn,1382
1296312516901916672,9
1605641266049429504,1383
shantartic,1383
72211283,36
217409213,25
1766248981301227520,29
758043282341437440,1384
peerlesswrath,1384
1806973360238383104,105
praba127,105
menetnashte666,105
gulakopimu,105
d4p1tb3k4m,12
dimaspram96,12
paijokhentirr,12
1578415439398551552,14
legen_eth,14
jameswynnreal,14
mindaxtv,40
1160574702114369536,1233
50661546,143
1655909412048084992,322
awiyanto65,3
2383603057,4
1480431590039715840,1385
nttvksp_,1385
70096612,3
77654478,41
1410420836499066880,55
1324949273528528896,25
1751827726959558656,612
cero_amunk09,612
panjikj,612
979429478,24
tuanptr,12
1895508055552618496,440
1751423336687783936,1
1661122373981208576,280
jayieeeeeep,280
758120190,1386
tokopedijee,1386
afir24,19
3091912583,1
2953158806,1387
michieblues,1387
1026623396728135680,7
asidenton,7
1172676209995657216,28
1891697324176572416,27
1310584490,16
1420032774120030208,1292
v0__1d,521
4892898434,50
31678590,17
joko_maryadi,19
3486740839,25
1300768674257674240,1388
busanbbys7,1388
884052996,50
kimiokima,50
rvbaharktik,50
1771761964743868416,1389
littledeatch,1389
248998166,27
707826188736139264,1390
comeoel,1390
smwokee,1390
1296717232865566720,7
bp_boyclever,7
akuntanmilenial,7
sojuapel,48
1689779747285618688,1
1159119751429287936,36
1499494461994319872,14
olamideyao,14
1072908892995121152,105
1420727610288398336,1391
jiaaakupu10,1391
1896125976905646080,1392
foxlut,1392
bgn,12
1750160450329706496,17
1808018587858395136,1393
tnalassa,1393
1212415154354212864,40
1106191890825633792,1394
vedtovet,1394
1694210564770439168,25
jonistrak01,25
1881809921404227584,12
892775046,50
soraasorasora,50
858484608932888576,1395
baileysscreme,1395
275916613,1396
kangbraeao,1396
1708794041998147584,25
3258734490,1397
nephilaxmus,1397
1698632267558686720,17
inijoejoe,12
3015954673,3
1762790235484880896,105
jadidinosaur,105
104720655,40
tumhihojanah,40
210433689,1
mazalattholab,1
1228948046358048768,1020
bbbbbima_,1020
1603692798372220928,1
1710523287443574784,1398
podo_radong1,1398
micheladam1515,1398
1462414212823539712,1
1845075497782476800,656
1860403411319136256,62
1123868420242591744,7
1821829815395348480,77
2946374683,36
1274256926121947136,18
yasrizal1182691,18
